company,cik,entity_role,form,accession,filingDate,reportDate,primaryDocument,isXBRL,isInlineXBRL,source_role,source_url
Paramount Skydance / Paramount Global,813828,predecessor,8-K,0000813828-24-000038,2024-06-21,2024-06-16,para-20240616.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000081382824000038/para-20240616.htm
Paramount Skydance / Paramount Global,813828,predecessor,8-K,0000813828-24-000034,2024-06-10,2024-06-07,para-20240607.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000081382824000034/para-20240607.htm
Paramount Skydance / Paramount Global,813828,predecessor,8-K/A,0000813828-24-000033,2024-06-10,2024-04-29,para-20240429.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000081382824000033/para-20240429.htm
Paramount Skydance / Paramount Global,813828,predecessor,8-K,0000813828-24-000028,2024-06-07,2024-06-04,para-20240604.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000081382824000028/para-20240604.htm
Paramount Skydance / Paramount Global,813828,predecessor,8-K,0000813828-24-000023,2024-05-03,2024-04-29,para-20240429.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000081382824000023/para-20240429.htm
Paramount Skydance / Paramount Global,813828,predecessor,8-K,0001193125-24-122356,2024-04-29,2024-04-29,d788256d8k.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000119312524122356/d788256d8k.htm
Paramount Skydance / Paramount Global,813828,predecessor,8-K,0000813828-24-000018,2024-04-29,2024-04-29,para-20240429.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000081382824000018/para-20240429.htm
Paramount Skydance / Paramount Global,813828,predecessor,8-K,0000813828-24-000009,2024-03-13,2024-03-13,para-20240313.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000081382824000009/para-20240313.htm
Paramount Skydance / Paramount Global,813828,predecessor,8-K,0001193125-24-050664,2024-02-28,2024-02-28,d757936d8k.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/813828/000119312524050664/d757936d8k.htm
Enphase Energy,1463101,primary,10-K,0001463101-26-000013,2026-02-17,2025-12-31,enph-20251231.htm,1,1,target_10k,https://www.sec.gov/Archives/edgar/data/1463101/000146310126000013/enph-20251231.htm
Enphase Energy,1463101,primary,10-K,0001463101-25-000024,2025-02-10,2024-12-31,enph-20241231.htm,1,1,prior_10k,https://www.sec.gov/Archives/edgar/data/1463101/000146310125000024/enph-20241231.htm
Enphase Energy,1463101,primary,DEF 14A,0001463101-26-000026,2026-04-01,2025-12-31,enph-20260401.htm,1,1,latest_def14a,https://www.sec.gov/Archives/edgar/data/1463101/000146310126000026/enph-20260401.htm
Enphase Energy,1463101,primary,8-K,0001463101-25-000111,2025-10-28,2025-10-28,enph-20251028.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/1463101/000146310125000111/enph-20251028.htm
Enphase Energy,1463101,primary,8-K,0001463101-25-000099,2025-07-22,2025-07-22,enph-20250722.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/1463101/000146310125000099/enph-20250722.htm
Enphase Energy,1463101,primary,8-K,0001463101-25-000090,2025-06-30,2025-06-30,enph-20250630.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/1463101/000146310125000090/enph-20250630.htm
Enphase Energy,1463101,primary,8-K,0001463101-25-000075,2025-05-20,2025-05-14,enph-20250514.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/1463101/000146310125000075/enph-20250514.htm
Enphase Energy,1463101,primary,8-K,0001463101-25-000054,2025-04-22,2025-04-22,enph-20250422.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/1463101/000146310125000054/enph-20250422.htm
Enphase Energy,1463101,primary,8-K,0001463101-25-000014,2025-02-04,2025-02-04,enph-20250204.htm,1,1,fy_8k,https://www.sec.gov/Archives/edgar/data/1463101/000146310125000014/enph-20250204.htm
