company,cik,metric_id,value,unit,status,period_end,accession,concept_or_section,context_or_dimension,candidate_role,source_url,repo_relative_path,content_sha256,document_name,evidence_quote,notes
Ford Motor Company,37996,B06,0.02475522919448153093012906097,ratio,NEEDS_REVIEW,2025-12-31,0000037996-26-000015;0000037996-26-000015;0000037996-26-000015,FinanceLeaseLiabilityCurrent+FinanceLeaseLiabilityNoncurrent+StockholdersEquity,companyfacts:USD:CY2025Q4I;companyfacts:USD:CY2025Q4I;companyfacts:USD:,consolidated_captive_finance_candidate,https://data.sec.gov/api/xbrl/companyfacts/CIK0000037996.json;https://data.sec.gov/api/xbrl/companyfacts/CIK0000037996.json;https://data.sec.gov/api/xbrl/companyfacts/CIK0000037996.json,evidence/companyfacts/CIK0000037996.json;evidence/companyfacts/CIK0000037996.json;evidence/companyfacts/CIK0000037996.json,a7e6d7dcd313652f469acfc7d35b2c0d925d30d868a99f812f9c03d25eaad6a9;a7e6d7dcd313652f469acfc7d35b2c0d925d30d868a99f812f9c03d25eaad6a9;a7e6d7dcd313652f469acfc7d35b2c0d925d30d868a99f812f9c03d25eaad6a9,CIK0000037996.json;CIK0000037996.json;CIK0000037996.json,candidate_role=consolidated_captive_finance_candidate; main_value_blank=true; total debt / shareholders' equity; components=FinanceLeaseLiabilityCurrent=136000000;FinanceLeaseLiabilityNoncurrent=754000000;StockholdersEquity=35952000000,Consolidated candidate retained only in evidence and sidecar; main value is blank because captive finance segment/dimension was detected.
