company,cik,metric_id,metric_name,value,unit,status,source_class,formula,period_start,period_end,fiscal_year,fiscal_period,accession,form,filed_date,concept_or_section,context_or_dimension,confidence,notes
Southwest Airlines,92380,E02,Bankruptcy filings,0,count,8K_ITEM_OK,8K_ITEM,,2025-01-01,2025-12-31,2025,ANNUAL,SUBMISSIONS-92380,10-K,2026-02-05,Bankruptcy filings,"{""annual_filing_period"": {""fiscal_year"": 2025, ""period_end"": ""2025-12-31"", ""period_start"": ""2025-01-01""}, ""measurement_kind"": ""ANNUAL"", ""scope"": {""coverage"": ""fiscal_year_source_set"", ""fiscal_year"": 2025, ""shared_claim_group_id"": ""bankruptcy_item_1_03""}, ""selection"": {""matched_verified_claim_ids"": [], ""reason_code"": ""PASS"", ""source_event_accessions"": [""0000092380-25-000003"", ""0000092380-25-000007"", ""0000092380-25-000025"", ""0000092380-25-000059"", ""0000092380-25-000075"", ""0000092380-25-000079"", ""0000092380-25-000117"", ""0000092380-25-000119"", ""0000092380-25-000131"", ""0000092380-25-000138"", ""0000092380-25-000144"", ""0001193125-25-004026"", ""0001193125-25-013376"", ""0001193125-25-023650"", ""0001193125-25-028035"", ""0001193125-25-029062"", ""0001193125-25-262544""]}, ""source_reference_ids"": [""sha256:32c3693c118e87d3f36ed71cfc70c721cfc45ea754171362c3aad48dcef46664"", ""sha256:5ebe30fc59e58bd25d28a13980bba3cc4a855dcf0318f64bfd4963e866ee2e07"", ""sha256:b8c01734eb46fb27c559caa6de8c91a2eb3d1392d1d1be3e01fff8cafa837f45"", ""sha256:00c7ba16005a37befe9e51eaac4bdf7bcf08483406dd756501f4d6cc18f6233f"", ""sha256:4031cd41cf729c5022d5a41b03677c307dddf8834658f91e180b983c58273b2f"", ""sha256:007b0fd4744d3b8d6d05a2de9b59f1fc2533bf23d2b6d7eb24cd3b51f50322ad"", ""sha256:b00722cda11db0635e4b5f8ba2d78939ddf15e26f2fbb974f598ab45e81d0782"", ""sha256:8f9531d03441c6453c71e7650475a7d2133fdfcb6e1e12534143122ca3eef891"", ""sha256:1f84021a7319306b098c22fb0934d13fe743b8e34212e29203dec61ccbf0291a"", ""sha256:5f17f52ada7fa6c763f3d6d3a70f3b6f277cb62fa3b42f1fc37c6ebf77dc0602"", ""sha256:c2ac0659095eb7ee7f1537f2e33c6c4e1ab7b60ec344e861ac1c62ac6556041e"", ""sha256:f25c214979bf8dc3078757973f0b3a0caa5791261685ff28427efa6a5f0e26a9"", ""sha256:31cf6b1359b46b3a1f2638e4b5b6dfe8daf038aa92366fa049a0660c03215432"", ""sha256:2bc8f917bcbbeff454698a8442a1862935c7aa1903f39762122d715d14adb658"", ""sha256:bfff58cd12e77421deee3ef891cf53812072981c4932e72eb45c9369abe2fd1c"", ""sha256:ab84d3135fdbc68eec4f0af8aa6fcab327c16a8a46f4c7838f34c5773b1f69f2"", ""sha256:c4e0ad6df62b452cd5f0b9ab18d85619342d5f9a5d957b05c06110cc8cd9af49"", ""sha256:09b2a4da85cfa3c6fab63edf71fb1ae040556ee5bd84c3022adc40f03fa2b84a"", ""sha256:d95099010d18963ec442844602a0638dddda6a0cf8daf642a0a70eac9e0211bf"", ""sha256:849616866b54b0db1b229b9c0c6294c28e716d78264cc834b7da9561c9335a1c"", ""sha256:09b1197f678f07791cdf0965fc4ec154028c668ba7c8207d40a98fbd885465c9"", ""sha256:91f1859c73787a716f8f22528e3df0b2164e6f3f4a9e8dcfc4867fa592fa9716"", ""sha256:0943c8aca8c89e59aafcf82ebb656597ef0f5ea03f030f08118e87f3327f353e"", ""sha256:8978860f287f96bb7ec95655b938974e30710924e54a2c110949e3c4c3ffdd53"", ""sha256:38f4d06bc04408d97d5d41160f87237f862d4312827c8e4c23f41cdc746ac4e4"", ""sha256:45026eb7bccf971276f29b17c1e036becad9a43fad000345bb8de0086596c10e"", ""sha256:2b1bbcff0748118f7854c270065bb5955bf8f7ffe4862ceab38665a0dfba62b2"", ""sha256:3eb373295b9c4847e3c1459b07c2a33fa2349c02166f23b15ccf0163fd603ab3"", ""sha256:4a7a259afc1b5416b642c17440e48ad4d7bf96c4b7bac3a9ac328b471d8742f7"", ""sha256:df1953e20b09a6fc2c90344eb84bef179b057e697b9467682867faaa249282ed"", ""sha256:51c4c8f7800e1cc7a7da65836821c71f8e2f67801bd8b6ab18c64d54cc4cea86"", ""sha256:24bbef5ec52e992d87860c96e6c420509beb4cbbdfc05016a230b3aaccaa2713"", ""sha256:82b0a2c8ae92f095865600618110cec4a6f642f2a8f09db4db32ff9db2ef01d7"", ""sha256:5c3b61ee6824072a7b0b98083f9d305671a78ae0a8b1a954ca3d91241dd03251"", ""sha256:92a368eefa8aedc8c08eec16f8b09d71fce6734e3594649deabd9f3b7a691323"", ""sha256:a19a9f5174d30fade95760bc17aef474e055ece3c199dd83f358297df6d83c84"", ""sha256:f8b607529d0a19964b4f517d70a35d92efd95a656fa95c08a8ef8664e89b8bfb"", ""sha256:696da5baaa74b465575a2e3676a01f06e8cb8247e0f842cd1a04f76d82af2106"", ""sha256:b6c99f4c07f016295b267847478c8394395afcd1e8d315f97a706d9697ff71b9""]}",,Count of filing items matched by the approved route; it does not confirm a count of real-world business events. Measurement covers the source fiscal-year interval. Native state: PUBLISHED; reason: PASS.
