company,cik,metric_id,source_url,repo_relative_path,content_sha256,accession,document_name,concept_or_section,context_or_dimension,unit,period_start,period_end,value_raw,value_normalized,evidence_quote,extraction_method,parser_version
Salesforce,1108524,C03,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000085/crm-20260416.htm,evidence/accession_materials/salesforce_1108524_000110852426000085/crm-20260416.htm,11698e408f66fe45f2d5a359c0fa4328e6e4e415acbcf321384538fc90fe0bdf,0001108524-26-000085,crm-20260416.htm,Reported PEO total compensation,"{""source_binding"": {""accession"": ""0001108524-26-000085"", ""document_name"": ""crm-20260416.htm"", ""fact_locators"": [{""context_ref"": ""c-2"", ""ordinal"": 13, ""qualified_name"": ""ecd:PeoTotalCompAmt""}, {""context_ref"": ""c-1"", ""ordinal"": 61, ""qualified_name"": ""ecd:PeoTotalCompAmt""}], ""raw_asset_id"": ""sha256:11698e408f66fe45f2d5a359c0fa4328e6e4e415acbcf321384538fc90fe0bdf"", ""selection_id"": ""sha256:3ca1f0ae889d8d51226c9f8fbe13ca623179a8bf94b68e4c8d3d77338a4da816"", ""source_reference_id"": ""sha256:d37b437b3d36e41354a1c5d9ddc33331abb2d8951271067f6fb7d0ba9aeafaa8"", ""source_role"": ""governance_proxy""}, ""source_cells"": []}",USD,2025-02-01,2026-01-31,"49,379,252",49379252,Normalized source-derived observation: Reported PEO total compensation=49379252 unit=USD accn=0001108524-26-000085 filed=,native_verified_observation_projection,normal_numeric_projection_v1
