company,cik,metric_id,source_url,repo_relative_path,content_sha256,accession,document_name,concept_or_section,context_or_dimension,unit,period_start,period_end,value_raw,value_normalized,evidence_quote,extraction_method,parser_version
Southwest Airlines,92380,D04,https://www.sec.gov/Archives/edgar/data/92380/000009238026000004/luv-20251231.htm,evidence/request_attempts/4f/4f68704859e453f23880f5c8866342df7efde9d4670e91633712feeef8f7155e/luv-20251231.htm,4f68704859e453f23880f5c8866342df7efde9d4670e91633712feeef8f7155e,0000092380-26-000004,luv-20251231.htm,Defined source scope,"{""assessment_mode"": ""LIVE"", ""assessment_set_id"": ""sha256:76fc97ade9b33a290598e9553acf7384510e1067a6a9ba1f50ee9eb243ffa426"", ""scope"": ""SAVED_ANNUAL_PRIMARY_AND_ALL_CURRENT_ANNUAL_AMENDMENTS_VISIBLE_AND_NATIVE"", ""source_unit_ids"": [""sha256:0e11781276d09160f1ddc19ee8a47b15b5989fa0d053635080b2e4e194af0fa1"", ""sha256:f9c9c38bc94f6cb376c791bc2a11d52159495dedc630a1d1748380d98319c91b"", ""sha256:ad248a1e994f3193132826ba153a2ff022a2939189708be936ef96c5a686d6d1"", ""sha256:fbc1d3db8efe8b47a24804be93eaba4ef3e34fbea528b7299af7b60ffd04f137"", ""sha256:e28d63c75f9d703e1d05becc11567a3a443a813257def843a021a84c17815df5"", ""sha256:d33840346834b5a0a52a878290de35e86ac7f6cde2938124bf2dc5d27ee5fe19"", ""sha256:06a5c23b0c6c0b8753cb599b5f3aec259751bc52d52673478a28dd7aca2af8b5"", ""sha256:87d4e2ba5d71970481813e5eb4cffacce4dfa1d5ff71775a02cdc04c16072678"", ""sha256:55ea0ecd7adc6a7f4745f1068d75525cc5e95284a93a5ef3f497a1fd1d7d2a47"", ""sha256:d5c560bcdba0e3e8189d573e49804218c6156c94dad86009381055b38cb487a3"", ""sha256:06d3d2b7dfe3b3d69a46a6a4f0e5e73b7d2828cd141de0e3e55da260eb33d62c"", ""sha256:d67cc70c5ed983019a212b87cf7b2e92f3053c28f2bc7b7cc5225635d787b727"", ""sha256:0ba83561378f1db40d3c3e5a45638cd6eda7b4943c8664893c1edda80086624d"", ""sha256:a22d8c1f102926ecda1bc9580b68771a2bc86fed4ef1f15dd45aa157741677c9"", ""sha256:5915464b5cc4c2bb65d3e1d279872792e1f44301fdce62f2e503b911ded80f4f"", ""sha256:66a1b7ff09727b0fda2f65bea33faa0fe8e478d3c0cf3be973386a2e568d2e1d"", ""sha256:6b4d854448871797ca6907674af3e3e0e5f046daebd8f7e6841e2060a112d81d"", ""sha256:a23525fb847182be33ca31ecd809c619e42becdd62d7f0d22002ae531adc8eee"", ""sha256:758b3523e8091064da471474b7d8b7f73472aba21e3956876401d9ba0f54ce9a"", ""sha256:f1380491a0a99794b716e917a9df0e58ab4d42b957eb1270dde3aceb8eb83f0b"", ""sha256:40edd50946f5e5c1ba27e0cb258fa24d6327708eb05818ae6ed68f9fb47efb7a"", ""sha256:4a80c195cdae88337dd903a8e45749b47fb10da4650190ef0333f8e0510ef3f7"", ""sha256:5dcd80dad00b3ea9858b01da57aa28da479a22afde1bf9121b33f9a4198eed08"", ""sha256:9b3371d61e961d9dbfd7eeb521877d7d9039fd29330d8ce13dbfeba37b4fb030"", ""sha256:4d6d83c45daf9d5a9c348acfacc8d787bf22c37d264580a1f41680b9097835ef"", ""sha256:978a3fa8bd2e6985a9c224a5bca94ee6c0199bae372f9bd2da1af7b86966cceb"", ""sha256:31fe838bcceba036cdf007b3fd2a73a1ea1d550337dba4ed150dd8b65e72649c""]}",text,2025-01-01,2025-12-31,,,Host scope-check record; no source quotation or numeric value is asserted.,complete_native_d04_assessment,capacity_run
Southwest Airlines,92380,D04,https://www.sec.gov/Archives/edgar/data/92380/000009238026000006/luv-20251231.htm,evidence/request_attempts/17/17bc6e90390a57cc5b2c27b4566565e18018138781c9ad11318f30f00cf5f279/luv-20251231.htm,17bc6e90390a57cc5b2c27b4566565e18018138781c9ad11318f30f00cf5f279,0000092380-26-000006,luv-20251231.htm,Defined source scope,"{""assessment_mode"": ""LIVE"", ""assessment_set_id"": ""sha256:76fc97ade9b33a290598e9553acf7384510e1067a6a9ba1f50ee9eb243ffa426"", ""scope"": ""SAVED_ANNUAL_PRIMARY_AND_ALL_CURRENT_ANNUAL_AMENDMENTS_VISIBLE_AND_NATIVE"", ""source_unit_ids"": [""sha256:fc047beccca2281bcee556696d66f14b77d59aeb4a92b3af90cc50673457d8c6"", ""sha256:afd56a09f305fc52cd264c8eefd698cd1d1255a7f5d35f6d12062d86a7202f61""]}",text,2025-01-01,2025-12-31,,,Host scope-check record; no source quotation or numeric value is asserted.,complete_native_d04_assessment,capacity_run
