company,cik,metric_id,metric_name,value,unit,status,source_class,formula,period_start,period_end,fiscal_year,fiscal_period,accession,form,filed_date,concept_or_section,context_or_dimension,confidence,notes
Marriott International,1048286,D01,Risk factors summary,"Risks Relating to Our Industry
Our industry is highly competitive, which may impact our ability to compete successfully for guests
Economic and other global, national, and regional conditions and events have in the past materially impacted, and could in the future materially impact, our business, operations, financial results, and growth
Risks Relating to Our Business
Premature termination of our agreements with hotel owners could materially hurt our financial performance
Disagreements with hotel owners and other counterparties could materially impact our business, operations, financial results, and growth.
Changes in the way hotel rooms are booked could adversely impact our business
Our growth strategy depends upon attracting hotel owners to our platform, and future arrangements with these third parties may be less favorable to us, depending on the terms offered by our competitors
The effects of, or our failure to comply with, applicable laws, regulations, and government policies may disrupt our business, lower our revenues, increase our costs, reduce our profits, limit our growth, or damage our reputation.
Third-party claims that we infringe the intellectual property rights of others or our failure to defend our own intellectual property rights could materially adversely affect our business.
If our brands, goodwill, or other intangible assets become impaired, we may be required to record significant non-cash charges to earnings.
Our business depends on the quality and reputation of our Company and our brands, and any deterioration could adversely impact our market share, reputation, business, financial condition, or results of operations
Actions by our hotel owners or others could materially adversely affect our image and reputation
Collective bargaining activity and strikes could materially disrupt hotel operations, increase labor costs, and interfere with the ability of our management to focus on executing our business strategies
Our business could suffer if we or the hotels in our system cannot attract and retain associates or as the result of the loss of the services of our senior executives
Extreme weather, natural disasters, climate change, and sustainability-related concerns have impacted our business in the past and could in the future have a material adverse effect on our business and results of operations.
Insurance may not cover damage to, or losses involving, hotels in our system or other aspects of our business, and the cost of such insurance could increase
Our Loyalty Program plays a significant role in our business, and unfavorable developments affecting the program could adversely affect our business and results of operations.
Exchange rate fluctuations could result in significant foreign currency gains and losses and affect our business results
Our hotel owners depend on capital to buy, develop, and improve hotels, and they may be unable to access capital when necessary
Our ability to grow our system is subject to the range of risks associated with real estate investments
Our owned properties and other real estate investments subject us to numerous risks
Risks associated with development and sale of residential properties associated with our lodging properties or brands may reduce our profits
More hotel projects in our development pipeline may be cancelled or delayed in opening, which could adversely affect our growth prospects
Losses on loans or guarantees that we have made to third parties impact our profits
If hotel owners cannot repay or refinance mortgage loans secured by their properties, default under property leases, or experience other financial difficulties, our revenues and profits could materially decrease and our business could be significantly harmed
Disruption in the functioning of our reservation, Loyalty Program, or other core operational systems, or our use of certain new technologies, could adversely affect our business
A failure to keep pace with developments in technology could impair our operations or competitive position
We are exposed to risks and costs associated with protecting the integrity and security of data
The Data Security Incident, and other information security incidents, could have numerous adverse effects on our business
Additional cybersecurity incidents could have adverse effects on our business.
Changes in privacy and data security laws could increase our operating costs and increase our exposure to payment obligations and litigation.
Delaware law and our governing corporate documents contain, and our Board of Directors could implement, anti-takeover provisions that could deter takeover attempts.
Changes in tax law, interpretations of existing tax law, or agreements or disputes with tax authorities could increase our tax costs.",text,TEXT_QUAL,MDA,verbatim Item 1A headings,2025-01-01,2025-12-31,2025,FY,0001048286-26-000007,10-K,2026-02-10,Item 1A,registrant risk disclosures,,Verbatim headings from the original annual filing. Disclosures do not assert that risks occurred.
Southwest Airlines,92380,D01,Risk factors summary,"Financial Risks
Operational Risks
Information Technology, Cybersecurity, and Data Privacy Risks
Legal, Regulatory, Compliance, and Reputational Risks
The airline industry is particularly sensitive to changes in economic conditions; in the event of continued or future unfavorable economic conditions or economic uncertainty, the Company's results of operations could be further negatively affected, which could require the Company to further adjust its business strategies.
The Company's business can be significantly affected by the availability of jet fuel, fuel prices, and volatility of fuel prices and the Company's operations are subject to disruption in the event of any delayed supply of fuel; therefore, the Company's strategic plans and future profitability are likely to be affected by fuel availability, price increases, and fuel price volatility.
The Company's low-cost structure has historically been one of its primary competitive advantages, and many factors have adversely affected and could continue to adversely affect the Company's ability to control its costs.
Increases in insurance costs or reductions in insurance coverage may adversely impact the Company’s operations and financial results.
The Company’s business, operating results, and financial condition could be adversely impacted if it is unable to effectively execute its strategic plans.
The airline industry is intensely competitive.
The Company is currently dependent on Boeing as the sole manufacturer of the Company's aircraft. If the MAX aircraft were to become unavailable for the Company's operations, or if the Company were to continue to experience prolonged delivery delays of MAX aircraft, the Company's business plans, strategies, and results of operations could be materially and adversely affected.
The Company may not be able to procure aircraft in the future in a timely manner or on favorable commercial terms, which could limit the Company’s growth or negatively affect the Company’s cost structure and competitive position.
Introducing a new aircraft manufacturer or fleet type could impose significant operational complexities, regulatory requirements, and costs on the Company.
The Company's business is labor intensive, with most Employees represented by labor unions; therefore, the Company could be materially adversely affected in the event of conflict with its Employees or its Employees' representatives.
The Company’s business is labor intensive; therefore, the Company has been, and could in the future be, adversely affected if it were unable to employ and retain appropriate numbers of qualified Employees to maintain its operations.
The Company is currently dependent on a single engine supplier, as well as single suppliers of certain other aircraft parts and equipment; therefore, the Company could be materially adversely affected (i) if it were unable to obtain timely or sufficient delivery of aircraft parts or equipment from Boeing or other suppliers or adequate maintenance or other support from any of these suppliers at commercially reasonable terms, (ii) if Boeing or other suppliers were unable to achieve and/or maintain required regulatory certifications or approvals of their parts or equipment, or (iii) in the event of a mechanical or regulatory issue associated with the Company’s aircraft parts or equipment.
The airline industry has faced on-going security concerns and related cost burdens; further threatened or actual terrorist attacks, war, or other hostilities, even if not made directly on the airline industry, could significantly harm the airline industry and the Company's operations.
Interruptions or disruptions in service at one of the Company’s core stations have had, and could in the future have, a material adverse impact on its operations.
The Company’s operations have been, and in the future may again be, materially and adversely disrupted by extreme weather events. An inability to quickly and effectively restore operations following adverse weather, a localized disaster, or disturbance in a key geography has adversely and materially impacted, and in the future could again adversely and materially impact, the Company’s business, results of operations, and financial condition.
The airline industry is made up of inherently complex systems and is affected by many conditions that are beyond its control, which can impact the Company's business strategies and results of operations.
The Company is heavily dependent on technology to operate its business and continues to implement substantial changes to its information systems; any failure, disruption, breach, or delay in the Company’s information systems or in implementation of necessary changes could materially adversely affect its operations.
The Company is increasingly exposed to cybersecurity attacks and data incidents impacting its IT Systems, or those of the Company’s vendors or service providers. Such cybersecurity incidents or data incidents could have a disruptive and material adverse effect on the Company’s business, financial position, or results of operations.
The Company is expanding its use of AI and machine-learning. Any failure in the Company’s AI implementation strategy, compliance with regulations, or failure to otherwise manage the risks related to AI technologies effectively could materially adversely affect its operations, reputation, and/or financial position.
The Company is subject to extensive government regulation that may disrupt or necessitate modifications to the Company’s operations, business plans, and strategies, increase the Company’s operating costs, or otherwise limit the Company’s ability to conduct business.
Airport capacity constraints and air traffic control inefficiencies have limited and could continue to limit the Company's growth.
The Company is subject to various environmental requirements and risks, including increased regulation, changing consumer preferences, physical, environmental, and climate risks, and risks associated with climate change; the cost of compliance with more stringent environmental regulations, failure to comply with environmental regulations, or failure to otherwise manage the risks of climate change effectively could have a material adverse effect on the Company’s results of operations.
The Company is subject to risks related to its sustainability goals and disclosures, which may affect stakeholder sentiment and the Company’s reputation and brand.
The Company’s future results may suffer if it is unable to effectively manage its current and contemplated international operations or Extended Operations (“ETOPS”).
The Company’s plans to develop commercial relationships with airlines in other parts of the world may not produce the results or returns it expects.
The Company is currently subject to regulatory actions and pending litigation, and if judgment, penalties, or fines were to be rendered against the Company, such judgment, penalties, or fines could adversely affect the Company's operating results.
Conflicting federal, state, and local laws and regulations may impose additional requirements and restrictions on the Company’s operations, which could increase the Company’s operating costs, result in service disruptions, and increase litigation risk.
The Company’s reputation and brand could be harmed if it were to experience significant negative publicity through social media or otherwise.
The Company’s business has been, and could in the future be, negatively affected as a result of actions of activist shareholders, and such activism could adversely affect the strategic direction and business results of the Company.
The Company has adopted certain provisions in its Bylaws that could increase costs to bring a claim, discourage claims, limit the ability of the Company’s Shareholders to bring a claim, or limit the ability of the Company’s Shareholders to bring a claim in a judicial forum viewed by the Shareholders as more favorable for disputes with the Company or the Company’s directors, officers, or other Employees.",text,TEXT_QUAL,MDA,verbatim Item 1A headings,2025-01-01,2025-12-31,2025,FY,0000092380-26-000004,10-K,2026-02-05,Item 1A,registrant risk disclosures,,Verbatim headings from the original annual filing. Disclosures do not assert that risks occurred. Later amendments require a separate current-period scope check.
Ford Motor Company,37996,D01,Risk factors summary,"Operational Risks
Ford’s long-term success depends on delivering the Ford+ plan, including improving cost competitiveness.
Ford’s products have been and could continue to be affected by defects that result in recall campaigns, increased warranty costs, or delays in new model launches, and the time it takes to improve the quality of our products and services and reduce the costs associated therewith could continue to have an adverse effect on our business.
Ford is highly dependent on its suppliers to deliver components in accordance with Ford’s production schedule and specifications, and a shortage of or inability to timely acquire key components or raw materials has previously disrupted and may, in the future, disrupt Ford’s operations.
Ford’s production, as well as Ford’s suppliers’ production, and/or the ability to deliver products to consumers could be disrupted by labor issues, public health issues, natural or man-made disasters, adverse effects of climate change, financial distress, production difficulties, capacity limitations, or other factors.
Ford may not realize the anticipated benefits of existing or pending strategic alliances, joint ventures, acquisitions, divestitures, commercial relationships, or business strategies or the benefits may take longer than expected to materialize.
Ford may not realize the anticipated benefits of restructuring actions and such actions may cause Ford to incur significant charges, disrupt our operations, or harm our reputation.
Failure to develop and deploy secure digital services that appeal to customers, retain existing subscribers, and grow our subscription rates could have a negative impact on Ford’s business.
Ford’s ability to maintain a competitive cost structure could be affected by labor or other constraints.
Ford’s ability to attract, develop, grow, support, and reward talent is critical to its success and competitiveness.
Operational information systems, security systems, products, and services could be affected by cybersecurity incidents, ransomware attacks, and other disruptions and impact Ford, Ford Credit, their suppliers, and dealers.
To facilitate access to the raw materials and other components necessary for the manufacture of electrified products, Ford has entered into and may, in the future, enter into multi-year commitments to raw material and other suppliers that subject Ford to risks associated with lower future demand for such items as well as costs that fluctuate and are difficult to accurately forecast.
Macroeconomic, Market, and Strategic Risks
With a global footprint and supply chain, Ford’s results and operations have been and could continue to be adversely affected by economic or geopolitical developments, including protectionist trade policies such as tariffs, or other events.
Ford’s new and existing products and digital, software, and physical services are subject to market acceptance and face significant competition from existing and new entrants in the automotive and digital and software services industries, and Ford’s reputation may be harmed based on positions it takes or if it is unable to achieve the initiatives it has announced.
Ford may face increased price competition for its products and services, including pricing pressure resulting from industry excess capacity, currency fluctuations, competitive actions, legal and policy changes, or economic or other factors, particularly for electrified vehicles.
Inflationary pressure and fluctuations in commodity and energy prices, foreign currency exchange rates, interest rates, and market value of Ford or Ford Credit’s investments, including marketable securities, can have a significant effect on results.
Ford’s results are dependent on sales of larger, more profitable vehicles, particularly in the United States.
Industry sales volume can be volatile and could decline if there is a financial crisis, recession, public health emergency, or significant geopolitical event.
Financial Risks
The impact of government incentives on Ford’s business has been and could continue to be significant, and Ford’s receipt of government incentives could be subject to reduction, termination, or clawback.
Ford and Ford Credit’s access to debt, securitization, or derivative markets around the world at competitive rates or in sufficient amounts could be affected by credit rating downgrades, market volatility, market disruption, regulatory requirements, asset portfolios, or other factors.
Ford Credit could experience higher-than-expected credit losses, lower-than-anticipated residual values, or higher-than-expected return volumes for leased vehicles.
Economic and demographic experience for pension and OPEB plans (e.g., discount rates or investment returns) could be worse than Ford has assumed.
Pension and other postretirement liabilities could adversely affect Ford’s liquidity and financial condition.
Legal and Regulatory Risks
Ford and Ford Credit have experienced and could continue to experience unusual or significant litigation, governmental investigations, or adverse publicity arising out of alleged defects in products, services, perceived environmental impacts, or otherwise.
Ford may need to substantially modify its product plans and facilities to respond to shifting consumer sentiment and competitive dynamics as a result of policy changes affecting, or otherwise to comply with, safety, emissions, fuel economy, autonomous driving technology, environmental, and other regulations.
Ford and Ford Credit could be affected by the continued development of more stringent privacy, data use, data protection, data access, and artificial intelligence laws and regulations as well as consumers’ heightened expectations to safeguard their personal information.
Ford Credit could be subject to new or increased credit regulations, consumer protection regulations, or other regulations.",text,TEXT_QUAL,MDA,verbatim Item 1A headings,2025-01-01,2025-12-31,2025,FY,0000037996-26-000015,10-K,2026-02-11,Item 1A,registrant risk disclosures,,Verbatim headings from the original annual filing. Disclosures do not assert that risks occurred.
Pfizer,78003,D01,Risk factors summary,"RISKS RELATED TO OUR BUSINESS, INDUSTRY AND OPERATIONS:
MANAGED CARE TRENDS
COMPETITIVE PRODUCTS
CONCENTRATION
RESEARCH AND DEVELOPMENT
GLOBAL OPERATIONS
PRODUCT MANUFACTURING, SALES AND MARKETING RISKS
COLLABORATIONS AND OTHER RELATIONSHIPS WITH THIRD PARTIES
COUNTERFEIT PRODUCTS
RISKS RELATED TO GOVERNMENT REGULATION AND LEGAL PROCEEDINGS:
PRICING AND REIMBURSEMENT
U.S. HEALTHCARE REGULATION
DEVELOPMENT, REGULATORY APPROVAL AND MARKETING OF PRODUCTS
POST-AUTHORIZATION/APPROVAL DATA
LEGAL MATTERS
RISKS RELATED TO INTELLECTUAL PROPERTY, TECHNOLOGY AND SECURITY:
INTELLECTUAL PROPERTY PROTECTION
THIRD-PARTY INTELLECTUAL PROPERTY CLAIMS
INFORMATION TECHNOLOGY AND CYBERSECURITY
GENERAL RISKS
BUSINESS DEVELOPMENT ACTIVITIES AND STRATEGIC GOALS
PANDEMICS
COVID-19
RESPONSIBLE BUSINESS PRACTICES
MARKET FLUCTUATIONS IN OUR EQUITY AND OTHER INVESTMENTS
COST AND EXPENSE CONTROL AND UNUSUAL EVENTS
INTANGIBLE ASSETS, GOODWILL AND EQUITY-METHOD INVESTMENTS
CHANGES IN LAWS AND ACCOUNTING STANDARDS",text,TEXT_QUAL,MDA,verbatim Item 1A headings,2025-01-01,2025-12-31,2025,FY,0000078003-26-000026,10-K,2026-02-26,Item 1A,registrant risk disclosures,,Verbatim headings from the original annual filing. Disclosures do not assert that risks occurred.
JPMorgan Chase,19617,D01,Risk factors summary,"Summary
Legal and Regulatory
JPMorganChase’s businesses are highly regulated and are significantly affected by applicable law and supervisory expectations.
Differences in the supervision and regulation of financial services firms could require JPMorganChase to modify its operations and incur higher operational and compliance costs.
JPMorganChase faces significant legal risks from civil and governmental proceedings, including litigation, investigations and enforcement actions.
Resolving an investigation by a governmental authority could subject JPMorganChase to significant penalties and other repercussions.
JPMorganChase’s compliance risk and operating costs could be higher in jurisdictions with less predictable legal, regulatory and judicial frameworks.
JPMorganChase's business and operations could be negatively affected by governmental policies that discourage or penalize doing business with certain industries or that require specific business practices.
Changes in the requirements for the regulatory evaluation of JPMorganChase’s resolution plan could increase its funding or operational costs or require restructuring or curtailment of its businesses.
Holders of JPMorgan Chase & Co.’s debt and equity securities will absorb losses if it were to enter into a resolution.
Political
JPMorganChase’s businesses could be negatively affected by economic uncertainty resulting from political and geopolitical developments.
Market
Adverse economic and market events and conditions could negatively affect JPMorganChase’s results of operations and investment and market-making positions.
JPMorganChase’s consumer businesses could be negatively affected by adverse economic conditions and adverse impacts of governmental policies.
Unfavorable market and economic conditions could adversely affect JPMorganChase’s wholesale businesses.
Changes in interest rates and credit spreads could adversely affect JPMorganChase’s earnings or its liquidity and capital levels.
JPMorganChase’s results could be materially affected by market fluctuations and significant changes in the valuation of financial instruments.
Credit
JPMorganChase could be negatively affected by adverse changes in the financial condition of clients, counterparties, CCPs and other market participants.
JPMorganChase could suffer losses if the value of collateral declines.
JPMorganChase could incur significant losses arising from concentrations of credit and market risk.
Liquidity
JPMorganChase’s ability to operate its businesses could be impaired if its liquidity is constrained.
JPMorgan Chase & Co. is a holding company and depends on its subsidiaries for funding to make payments on its outstanding securities.
JPMorganChase’s liquidity and cost of funding could be adversely affected by downgrades in its credit ratings.
Capital
JPMorganChase’s ability to distribute capital to shareholders, and to support its business activities could be limited if it does not satisfy applicable regulatory capital requirements.
Operational
JPMorganChase’s businesses could be adversely affected by the failure or disruption of operational systems on which they depend.
JPMorganChase’s interconnectedness with clients, customers and other external parties could be a source of significant operational risk.
A successful cyber attack could cause significant harm to JPMorganChase and its clients and customers.
JPMorganChase’s businesses could be adversely affected if it fails to identify and address operational risks associated with the introduction of or changes to products, services, delivery platforms or technologies.
JPMorganChase’s business and operations rely on appropriate staffing and on the competence, trustworthiness, health and safety of employees.
JPMorganChase faces substantial legal and operational risks related to the processing and safeguarding of personal information.
JPMorganChase’s operations, results and reputation could be harmed by occurrences of extraordinary events beyond its control.
Any failure to maintain adequate data management processes could adversely affect JPMorganChase’s ability to effectively manage its businesses, comply with applicable law or make informed business decisions.
Enhanced regulatory and other standards for the oversight of JPMorganChase’s vendors and other service providers could result in higher costs and other potential exposures.
JPMorganChase could incur losses arising from any significant inadequacy or lapse in its risk management framework and control environment.
JPMorganChase could recognize unexpected losses, its capital levels could be reduced and it could face greater regulatory scrutiny if its models, estimations or judgments, including those used in its financial statements, are inadequate or incorrect.
A significant inadequacy in disclosure or financial reporting controls could negatively affect JPMorganChase’s business, operations and reputation.
Strategic
JPMorganChase’s results or competitive standing could suffer if its management fails to develop and execute effective business strategies and to anticipate changes affecting those strategies.
Competition in the financial services industry could lead to negative effects on JPMorganChase’s results of operations.
JPMorganChase’s operations, results, and competitive standing could be adversely affected by the development of advanced technologies such as AI.
The effects of climate change could adversely affect JPMorganChase’s business and operations, both directly and as a result of impacts on its clients and customers.
Conduct
Conduct failure by JPMorganChase employees could trigger litigation and regulatory actions and harm JPMorganChase’s reputation.
Reputation
Damage to JPMorganChase’s reputation could negatively affect its business, results and prospects.
Failure to effectively manage potential conflicts of interest or to satisfy fiduciary obligations could result in litigation and enforcement actions and cause reputational harm.
Country
An outbreak or escalation of hostilities between countries or within a country or region could have a material adverse effect on the global economy and on JPMorganChase’s businesses within the affected region or globally.
JPMorganChase’s business and operations in certain countries could be adversely affected by local economic, political, regulatory and social factors.
People
Various factors could impact JPMorganChase’s workforce.
Parts I and II",text,TEXT_QUAL,MDA,verbatim Item 1A headings,2025-01-01,2025-12-31,2025,FY,0001628280-26-008131,10-K,2026-02-13,Item 1A,registrant risk disclosures,,Verbatim headings from the original annual filing. Disclosures do not assert that risks occurred.
Salesforce,1108524,D01,Risk factors summary,"Risk Factor Summary
Operational and Execution Risks
Strategic and Industry Risks
Legal and Regulatory Risks
Financial Risks
Risks Related to Owning Our Common Stock
General Risks
If our security measures, or those of our third-party data center providers, cloud computing platform providers, customers, partners, other third-party vendors or the underlying Internet infrastructure, are breached or otherwise compromised, resulting in the unauthorized access to, disclosure, alteration, corruption, destruction or loss of customer data, our data or our IT systems, or disruption of authorized access thereto, our services may be perceived as insecure, customers may reduce or terminate their use of our services, and we may incur significant reputational harm, legal liability, regulatory scrutiny or a negative financial impact.
Defects or disruptions in our services could diminish demand for our services and subject us to substantial liability.
Any interruptions or delays in services from third parties, including data center hosting facilities, cloud computing platform providers and other hardware and software vendors, as well as Internet infrastructure, or from our inability to adequately plan for and manage service interruptions or infrastructure capacity requirements, could impair the delivery of our services and harm our business.
As we acquire companies or technologies, we may not realize the expected business or financial benefits and the acquisitions could prove difficult to integrate, disrupt our business, dilute stockholder value and adversely affect our operating results and the market value of our common stock.
Supporting our existing and growing customer base could strain our personnel resources and infrastructure, and if we are unable to scale our operations and increase productivity, we may not be able to successfully implement our business plan.
If our customers do not renew their subscriptions or if they reduce subscriptions at renewal, our revenue and current remaining performance obligation could decline and our business may suffer. If customer usage of consumption-based offerings is below expected levels, our revenue could decline. If we cannot accurately predict subscription renewals or upgrade rates or optimal pricing for consumption-based contracts, we may not meet our revenue targets, which may adversely affect our stock price.
Periodic changes to our sales organization can be disruptive and may reduce our rate of growth.
Sales to customers outside the United States expose us to risks inherent in international operations.
Sales to larger enterprise customers may involve more time-consuming and expensive sales cycles, pricing pressure and implementation and configuration challenges, and, for some complex transactions, delayed revenue recognition, all of which could harm our business and operating results.
We may lose key members of our management team or development and operations personnel, and may be unable to attract and retain employees we need to support our operations and growth.
Any failure in the delivery of high-quality professional and technical support services related to our online applications may adversely affect our relationships with our customers and our financial results.
The markets in which we participate are intensely competitive, and if we do not compete effectively, our operating results could be harmed.
Our efforts to expand our service offerings and to develop and integrate our existing services in order to keep pace with technological developments may not succeed and may reduce our revenue growth rate and harm our business.
Our continued success depends on our ability to maintain and enhance our brands.
We are subject to risks associated with our strategic investments, including partial or complete loss of invested capital. Significant changes in the fair value of this portfolio could negatively impact our financial results.
If third-party developers and vendors do not continue to embrace our technology delivery model and enterprise cloud computing services, or if our customers seek warranties from us for third-party applications, integrations, data and content, our business could be harmed.
Social, ethical, and regulatory issues, including the development, deployment, use or capabilities of AI in our offerings, may result in reputational harm, legal liability and increased compliance costs.
The evolving landscape related to environmental, social and governance matters may expose us to risks that could adversely affect our reputation and performance.
Privacy concerns and laws as well as evolving regulation of cloud computing, AI services, cross-border data transfers and other domestic or foreign regulations may limit the use and adoption of our services and adversely affect our business.
Industry-specific regulations and other requirements and standards are evolving and industry-specific laws, regulations, interpretive positions or standards could harm our business.
We have been and may in the future be sued by third parties for various claims, including alleged infringement of proprietary rights.
Any failure to obtain registration or protection of our intellectual property rights could impair our ability to protect our proprietary technology and our brand, causing us to incur significant expenses and harm our business.
We may be subject to risks related to government contracts and related procurement regulations.
We may be subject to risks from governmental sanctions and export and import controls that could impair our ability to compete in international markets and subject us to liability if we are not in full compliance with applicable laws.
Because we generally recognize revenue from subscriptions for our services over the term of the subscription, downturns or upturns in new business may not be immediately reflected in our operating results.
If we experience significant fluctuations in our rate of anticipated growth and fail to balance our expenses with our revenue forecasts, our business could be harmed and our stock price could decline.
Unanticipated changes in our effective tax rate and additional tax liabilities and global tax developments may impact our financial results.
We are exposed to fluctuations in currency exchange rates that have in the past and could in the future negatively impact our financial results and cash flows from changes in the value of the U.S. Dollar versus local currencies.
Our debt service obligations, lease commitments and other contractual obligations may adversely affect our financial condition, results of operations and cash flows.
Our quarterly results are likely to fluctuate, which may cause the value of our common stock to decline substantially.
Our stock price is likely to be volatile and could subject us to litigation.
Provisions in our governing documents and Delaware law might discourage, delay or prevent a change of control of the Company or changes in our management and, therefore, depress our stock price.
There can be no assurance that we will continue to declare cash dividends in any particular amounts, or at all.
Volatile and significantly weakened global economic conditions have in the past and may in the future adversely affect our industry, business and results of operations.
Geopolitical crises, natural disasters and other catastrophic events beyond our control have in the past and may in the future materially adversely affect us.
Climate change may have an impact on our business.",text,TEXT_QUAL,MDA,verbatim Item 1A headings,2025-02-01,2026-01-31,2025,FY,0001108524-26-000060,10-K,2026-03-02,Item 1A,registrant risk disclosures,,Verbatim headings from the original annual filing. Disclosures do not assert that risks occurred.
Lumen Technologies,18926,D01,Risk factors summary,"Business Risks
Challenges with integrating, modernizing, and digitally transforming our systems could adversely affect our business and financial results.
We may not realize the anticipated benefits of our strategic focus on PCF solutions.
Our attempts to capitalize on emerging market opportunities — especially AI — may fall short.
We operate in an intensely competitive industry, and existing and future competitive pressures could harm our performance.
Our ability to compete could be diminished if we fail to innovate and deliver advanced solutions timely.
Talent constraints and evolving work models could significantly impede our ability to attract, develop and retain qualified personnel and may impair execution of our transformation and strategic initiatives.
Declining revenues and financial uncertainty could adversely affect our business.
Damage to our reputation or brands could have a material adverse effect on our business.
We could be materially impacted by cyber-attacks.
Network, platform, or service failures could materially impact us.
Our ability to conduct our operations is materially reliant on key suppliers, vendors, customers, and other third parties.
Reliance on other communications providers
Reliance on key suppliers and vendors
Reliance on key licensors
Reliance on key customer contracts
Reliance on landowners
Extreme weather and climate change could disrupt operations and increase costs.
Our environmental, social, and governance programs and disclosures may expose us to legal, operational, and reputational risks.
We face other business risks.
Legal and Regulatory Risks
Complex and evolving regulations could increase operational and compliance costs.
We may face legal and reputational risks related to third-party content on our network.
Our pending legal proceedings could have a material adverse impact on us.
We may not be successful in protecting and enforcing our intellectual property rights.
Our use of AI technology may create operational, legal, and reputational risks.
Intellectual property claims could result in significant costs and operational disruptions.
Any actual or perceived failure to comply with new or existing laws, regulations and other requirements relating to the privacy, security and processing of Personal Information could materially impact our business.
Labor disputes or failure to renew collective bargaining agreements could materially affect our operations.
International operations expose us to regulatory, economic, and political risks.
Allegations regarding lead-sheathed cables could result in regulatory or governmental actions, litigation, significant costs, and reputational harm.
Financial Risks
Our significant debt levels expose us to a broad range of risks.
Our ability to obtain future financing may be limited, and failure to refinance debt could adversely affect us.
We have a highly complex debt structure, which could impact the rights of our investors.
Restrictive covenants and potential defaults under our debt agreements could materially affect our operations and liquidity.
Our cash flows may not adequately fund all of our cash requirements.
Our ability to meet our obligations depends on cash flows from our subsidiaries.
We may not be able to fully utilize our NOLs.
Funding obligations for employee benefit plans could negatively impact profitability
Lapses in our disclosure controls and procedures or internal control over financial reporting could materially and adversely affect us.
We face other financial risks.
Divestiture Risks
We may not realize the anticipated benefits of prior completed divestitures, including the 2026 sale of our Mass Markets Fiber-to-the-Home business and our 2023 EMEA divestiture.
General Risks
Changes in government trade policies could adversely affect our business.
Unfavorable general economic, societal, health, or environmental conditions could negatively impact us.
We currently do not pay dividends to our common shareholders.
Shareholder or debtholder activism efforts could cause a material disruption to our business.
Our agreements, organizational documents, and applicable law could restrict another party’s ability to acquire us.",text,TEXT_QUAL,MDA,verbatim Item 1A headings,2025-01-01,2025-12-31,2025,FY,0000018926-26-000014,10-K,2026-02-20,Item 1A,registrant risk disclosures,,Verbatim headings from the original annual filing. Disclosures do not assert that risks occurred.
Macy's,794367,D01,Risk factors summary,"Strategic, Operational and Competitive Risks
Our strategic plans and initiatives may not be successful, which could negatively affect our profitability and growth.
We may not timely identify or effectively respond to consumer needs, expectations, or trends, which could adversely affect our relationship with customers, the demand for our products and services and our market share.
Our advertising, marketing and loyalty programs may not be successful.
Our sales and operating results depend on our ability to manage our inventory, merchandise selection and protect against inventory shortage.
The Company faces significant competition and depends on its ability to differentiate itself in retail's ever-changing environment.
Our ability to grow depends in part on our stores remaining relevant and attractive to customers.
We may not be able to successfully execute our real estate strategy.
Our revenues and cash requirements are affected by the seasonal nature of our business.
We depend on our ability to attract, train, develop and retain quality colleagues.
Increases in labor costs and the cost of employee benefits could impact our financial results and cash flow.
If revenue from our private label and co-branded credit cards decline, our financial and operational results may be negatively impacted.
Our defined benefit plan funding requirements or plan settlement expense could impact our financial results and cash flow.
If our Company's reputation and brand image are not maintained at a high level, our operations and financial results may suffer.
If we are unable to protect our intellectual property, our brands and business could be damaged.
Infrastructure Risks
Unforeseen disruptions in our distribution and fulfillment centers could have an adverse impact on our business and operations.
Failure of a key information technology system or process could adversely affect our business.
AI creates business, legal and ethical challenges.
Disruptions in our customer-facing technology systems could impair our digital retail strategy and give rise to negative customer experiences.
Information Security, Cybersecurity, Privacy and Data Management Risks
A breach of our information technology systems could adversely affect our reputation, business partner and customer relationships and operations and result in higher costs.
Supply Chain and Third-Party Risks
We depend on vendors and other sources of merchandise, goods and services outside the U.S. Our business has been and could in the future continue to be affected by disruptions in, or other legal, regulatory, political, economic or public health issues associated with, our supply network.
Disruption of global sourcing activities and quality and other concerns over our own brands could negatively impact brand reputation and earnings.
Material disruptions in relationships with third-parties with whom the Company does business could adversely affect its operations.
Economic, Global, Legal and External Risks
The Company's business is subject to discretionary consumer spending, unfavorable economic and political conditions and other related risks.
Our business could be materially adversely affected by extreme weather conditions, natural disasters or regional or global health pandemics.
Legislation, litigation, regulatory requirements or non-compliance could adversely affect our business and results of operations.
Climate Change-Related Risks
Climate change, or legal, regulatory, or market measures to address climate change, could adversely affect our business and results of operations.
Financial Risks
We have incurred losses due to impairment of tangible and intangible long-lived assets.
Inability to access capital markets could adversely affect our business or financial condition.
Our level of indebtedness may adversely affect our ability to operate our business, remain in compliance with debt covenants, react to changes in our business or the industry in which we operate, or prevent us from making payments on our indebtedness.",text,TEXT_QUAL,MDA,verbatim Item 1A headings,2025-02-02,2026-01-31,2025,FY,0001628280-26-021721,10-K,2026-03-27,Item 1A,registrant risk disclosures,,Verbatim headings from the original annual filing. Disclosures do not assert that risks occurred.
