company,cik,metric_id,metric_name,value,unit,status,source_class,formula,period_start,period_end,fiscal_year,fiscal_period,accession,form,filed_date,concept_or_section,context_or_dimension,confidence,notes
JPMorgan Chase,19617,A11,Assets under management,4791000000000,USD,MDA_OK,MDA,source-reported complete AUM balance,2025-12-31,2025-12-31,2025,INSTANT,0001628280-26-008131,10-K,2026-02-13,Assets under management,"{""annual_filing_group"": {""fiscal_year"": 2025, ""period_end"": ""2025-12-31"", ""period_start"": ""2025-01-01""}, ""measurement_kind"": ""INSTANT"", ""scope"": {""asset_scope"": ""total_assets_under_management""}}",,A point-in-time balance with the source-defined complete client and manager scope. Measurement is as of 2025-12-31. Native state: PUBLISHED; reason: PASS.
