company,cik,metric_id,source_url,repo_relative_path,content_sha256,accession,document_name,concept_or_section,context_or_dimension,unit,period_start,period_end,value_raw,value_normalized,evidence_quote,extraction_method,parser_version
Paramount Skydance / Paramount Global,2041610,D04,https://www.sec.gov/Archives/edgar/data/2041610/000204161026000011/psky-20251231.htm,evidence/request_attempts/4c/4cf3d42c0ba1129dadd58d9c1ffdc4f35e2a81cec7bab3763e2a3bbecfea135d/psky-20251231.htm,4cf3d42c0ba1129dadd58d9c1ffdc4f35e2a81cec7bab3763e2a3bbecfea135d,0002041610-26-000011,psky-20251231.htm,Defined source scope,"{""assessment_mode"": ""RECORDED_TEST_ONLY"", ""assessment_set_id"": ""sha256:efd189f346f6f34cba5148c93fe529bfe41196b7d3d767a6ed2d22dfa73277ae"", ""scope"": ""SAVED_ANNUAL_PRIMARY_AND_ALL_CURRENT_ANNUAL_AMENDMENTS_VISIBLE_AND_NATIVE"", ""source_unit_ids"": [""sha256:4e91268d01b3aecdc3db6d2e3fcfb57eb64bb1fee5228541b071e358da5cdad5"", ""sha256:73173409f492ada609ca85cb4530a7adfb6e2f5ef791f49ff39bb49bdac259b6"", ""sha256:4128714f4ff27c13e63b756b415e8deb08d309cb0afdad202fc428d22804865c"", ""sha256:7646234c791c0d645ad98cb8601ff72269a9dc16a56e2f8f2e82f01e020877df"", ""sha256:400d64fa6958a8b656ce7aa74bc2e1cb008da1a7a553bbd3407a89b747d573fe"", ""sha256:961b4a2218ae80f4a48635b3e7e19e7c7d2dad7d397bf56b0ea04a64417529dd"", ""sha256:0290b1d61094ef5878f7344c553976d45235b776f46092ca741629af8976248c"", ""sha256:c4fd8821a0c62c4babb76efa1e7052af9bf742f9864cd0e1b2c4d0e7fc818370"", ""sha256:b1dcd04aac0d846d03f83b5ea32bb4ef9cadcd567480df98f5297a00b7eb2f0d"", ""sha256:5238e43b30fae1c0e743e7b5d7d087473dc57ceac7d3de9179286ebc6f8bf37d"", ""sha256:c80bd2bccd0d9e7f0358f4b5a796ed260d222d14cff871be3217309d30badc3d"", ""sha256:cce29781ca9e73be60c4de2a22fb677287536c438cf65d56770768cf2f697546"", ""sha256:e3924e140ccba066f531c4a05fde3a288f69e684943dc5456938ff340f3eebdf"", ""sha256:905391d512e410936d330f52995e611b57bb2d438eaa76aabcca5fbadc54e527"", ""sha256:d360b347e39311160d92f1862acae82eae564b9b95b6bb575989306501e451be"", ""sha256:5c3242856c3f753ab6a6b69b2dbb11bb60c2c3b0820b4b3451d04f29d02c87ed"", ""sha256:9aa261ef2d778f4b8de3ba28fca8a6f7c779a979bb3bd905c798df6a048b3278"", ""sha256:02e749af4c11f2aa1bae8164710f42690738fab19f0bf30ffea66409a7549280"", ""sha256:e15ed53f20aa525d32cfb8795345de48ceed60b78ecf15bff0fb02d8d0b747b3"", ""sha256:ec94307ff9b67923f1f6def51ee226f061d96bdec8a649a9414a24824977ed51"", ""sha256:7fb610e682aa641e64633f67c915885cbed8a45f3e2af868c8f72974684d09f2"", ""sha256:ed7bcde62c236cdfd3b0bfc29e0e084020b813b380d2fbcf2c89414d9894950a"", ""sha256:c3fe3ad98ac31fa8b06b39ded10a0b33892c3c0ee931acd280b35e0a3c6ef7eb"", ""sha256:c0832e6eaa7aa785043189f499ad8624725a8356f3ced0842dbab6d503599a76"", ""sha256:7b429a4ccd50de3ab69f061fa1c5302da5ddd0858027116d349f0e9469ac2873"", ""sha256:e5dff02c7050e2d42ffde22ff0e3eaab442588c9d2b77ba9f45500d9ba44cbd5"", ""sha256:f70150283103e372068a689bf756a43560fba3a4070398019f0e9832a73cf1c7"", ""sha256:c4c9d26178207c3f4fdbf305be67363acf977ef0c430175dadfe7528e4ebdde2"", ""sha256:b7ca17da806c54e7979815795ffe9a2d789b9080d515a453ae56e104c4dceb74"", ""sha256:b66166340cc5006402a1e0dc5aeb9d948c658369deefc2fee5305187df453e9e"", ""sha256:9d0e23fad4dbd625423dd929ef8c8285ecbe6f6b8f6d6dd4de86e66f0c9cb93e"", ""sha256:fd1d624d7ee9b4c3225d0fc9e7200b6ef6a22363e98c401d1e0543784de50a9e"", ""sha256:3c4c467409422a5a70a9c56d35b40e2b5a3d2658676118f41d17e85d9aa6a230"", ""sha256:4b3e0a0ba33e4eb65e5dbcdaabbc090108b951d55a88f83b2d4c10305a5f030f"", ""sha256:334f564fe5565fb07161763632ab6264092ceede5d52a99834e93e2b0a46ed54"", ""sha256:0a2fc829b2cebd433da5d71cac69af229c6ecedf6108b1d92ee8679f2ac1e7a0"", ""sha256:c42c1fdd5d7206500e5a7409af8cd8b7fa84a7a77312a76608acf20ac1427050"", ""sha256:f477f4399f684899b86b2b2ebb9dcddb3922ca16b634afbc65cd02afed9a984f"", ""sha256:089a3dc293a6a0d4ca2bb64e2e2402b6d061f4f159f59cd4a12cf48ad7b33386"", ""sha256:12c2659f443776442050ca098dd1033a2a8910a9dc807b0bf983e21e207654f5"", ""sha256:429105d959439f1e3b8b890420a7f4a41a4ddc3a271b25d43b564851baba0882"", ""sha256:764c0b6f20f0248c8e51ac072a43c66ab42422b6e14648eb62a2407d82ccd07d"", ""sha256:6c246a27180d96892864b3dc8f4bddff39778e9f15f7b5bbabc9606d383aad7f"", ""sha256:c9d63285d1f0b13342106344627c460f4373049198165f1c42b59ea04f282376"", ""sha256:d2f946ec1cc5001ea7ffec5845d0425d89c815472dcbb8c63df6f5d4ece00536""]}",text,2025-01-01,2025-12-31,,,Host scope-check record; no source quotation or numeric value is asserted.,complete_native_d04_assessment,capacity_run
Paramount Skydance / Paramount Global,2041610,D04,https://www.sec.gov/Archives/edgar/data/2041610/000114036126016758/ef20071103_10ka.htm,evidence/request_attempts/10/10fcfbc33813d251dcaf024cf7ac96adc2a4971d7cc1424eed25affb470ff7d0/ef20071103_10ka.htm,10fcfbc33813d251dcaf024cf7ac96adc2a4971d7cc1424eed25affb470ff7d0,0001140361-26-016758,ef20071103_10ka.htm,Defined source scope,"{""assessment_mode"": ""RECORDED_TEST_ONLY"", ""assessment_set_id"": ""sha256:efd189f346f6f34cba5148c93fe529bfe41196b7d3d767a6ed2d22dfa73277ae"", ""scope"": ""SAVED_ANNUAL_PRIMARY_AND_ALL_CURRENT_ANNUAL_AMENDMENTS_VISIBLE_AND_NATIVE"", ""source_unit_ids"": [""sha256:b5fde1d628f774c1b9bc9d049cb6a4ed1459a56f957514b7c849b9a9bbb007d6"", ""sha256:299e9985981b29e3906183575d941ea7cb90f2007b9bc6f458a00c57e69b2590"", ""sha256:0e6b6fcc2ac7cfbf444ee5bd7d291e08ee83b7f532c5752b4e5193343aa5e899"", ""sha256:effc19f6f28024cf5ede23bb7784cd882c932ad53e99d6eb6796fad8c83f29d3"", ""sha256:47e94e07bee99f09a5df29b15d1a8836792abe5707d20e05e8008db6ee5d7ad5"", ""sha256:4d156b7bd6ee743c9f6fa0a97c6bc7923a317488ad120738ae1c9fc9498c7ae8""]}",text,2025-01-01,2025-12-31,,,Host scope-check record; no source quotation or numeric value is asserted.,complete_native_d04_assessment,capacity_run
