company,cik,metric_id,metric_name,value,unit,status,source_class,formula,period_start,period_end,fiscal_year,fiscal_period,accession,form,filed_date,concept_or_section,context_or_dimension,confidence,notes
Paramount Skydance / Paramount Global,2041610,D04,Going concern source statements and defined-scope assessment,,text,TEXT_QUAL,10-K,source-reported going concern statements,2025-01-01,2025-12-31,2025,,0002041610-26-000011;0001140361-26-016758,10-K;10-K/A,2026-02-25;2026-04-24,,,,未披露持续经营疑虑：已检查保存的完整年报及本期修订、原生事实和续接对象；这不表示对未来财务状况作保证。 Source classifications use recorded test responses; no real model execution credit.
