company,cik,metric_id,metric_name,value,unit,status,source_class,formula,period_start,period_end,fiscal_year,fiscal_period,accession,form,filed_date,concept_or_section,context_or_dimension,confidence,notes
Marriott International,1048286,E03,Leadership departures,3,count,8K_ITEM_OK,8K_ITEM,,2025-01-01,2025-12-31,2025,ANNUAL,0001193125-25-009110;0001193125-25-118861;0001193125-25-158742,8-K;8-K/A,2025-01-21;2025-05-13;2025-07-14,Leadership departures,"{""annual_filing_period"": {""fiscal_year"": 2025, ""period_end"": ""2025-12-31"", ""period_start"": ""2025-01-01""}, ""measurement_kind"": ""ANNUAL"", ""scope"": {""coverage"": ""fiscal_year_source_set"", ""fiscal_year"": 2025, ""shared_claim_group_id"": ""leadership_item_5_02""}, ""selection"": {""matched_verified_claim_ids"": [""sha256:298484a847e3d30a1f1f04475b7a90c7c3167ce6b7cac2e14c2350059550c5de"", ""sha256:6ae0e5d4dd6981ed98ed917dcacd19752794178f9d94430ebd9d46b75975ef35"", ""sha256:17e543c70feb68c010ec513a32726fd39fcecca75626a343516ec8b2382dac21""], ""reason_code"": ""PASS"", ""source_event_accessions"": [""0001048286-25-000011"", ""0001193125-25-009110"", ""0001193125-25-036732"", ""0001193125-25-118853"", ""0001193125-25-118861"", ""0001193125-25-158742"", ""0001193125-25-184082"", ""0001628280-25-004772"", ""0001628280-25-022390"", ""0001628280-25-037592""]}, ""source_reference_ids"": [""sha256:c37238976da80a6d94cfdac4177c453af617a627c1651f9bb071a20ad8ab2dfe"", ""sha256:40127921b5837f721fb7ec41028d9eeeefb0855d09261b0fef4a1985f5298d4b"", ""sha256:3109bea68ae11f5e3c6ebd77114cda1d6f17d60e772b2630baffdb2639c483e9"", ""sha256:fad6b06c485aa6415e0dfdfb312d09e774c0d42951288db4d0bbe035c62c52bb"", ""sha256:36c617d02d818b4902d5acf94a0d1d04d4efd5d3400922c92295f8bbf0c17094"", ""sha256:bbe8d18d5b70456fdfe6a7141f2da0e1b2ee5866d814c1fecf09b786ec310e45"", ""sha256:60936afcc1962b3f09c405897c949eb586c262d02fdcd5e316511733012058eb"", ""sha256:b7918006e714a2f7fd504bdb6267415f25cec432dabd167cb9a5fbbedcfcc888"", ""sha256:1f83e50639e251e30a9d72aa512b92666a3d1238a9c34f9afe4b101057dae5cf"", ""sha256:46b84f82f464a007e2db9a2072261bb78d01fa2116e2d0da5ae8bf4d5638b6b8"", ""sha256:61a6a86137f6a970ed09f81a01e7f1635fd9245a556be6e5987a840f7b605ece"", ""sha256:7b56655b78f8633b1c90334cbbb23d0fa2f500317ba3216a4a42986a6bc315c7"", ""sha256:cf130d2988d1fb9f249c865230b00afbe0e54cc31af3a7efc93a336c736927fa"", ""sha256:317b5401fbe6ef4544bf193a8a0f144c0359e680e7c6293ab7ff264d2a1b6be5"", ""sha256:2afc5ddf640c0aaa4cb4142cb7a0d46731c1d8f777997290321cee9e191449d9"", ""sha256:691fb329e31d5d498d01bf3693695a2b456bbc6e9ddef8f6c88f3894f5357caf"", ""sha256:87109107b65e3837910d65360fdbd0f86f569c832c94c35dc8f477db39c33cfc"", ""sha256:124b8847246c3b2b1035f38a9edfd8055b78a34b5829ea329db922848dfafc92"", ""sha256:04bb0255f0a10aaf9794d06b52cc4cbb45f4a45b8717df332bca22cd3741e8c0"", ""sha256:291ee02009d2b24b65045254d61aae4e99f2cda9580bafac1a2e992e37dfdb66"", ""sha256:38d839367e9e4abfd3e2ebb4ddc32a2f53e5a3bf74d9338be0c1059bb33efbb3"", ""sha256:794697f46a8915c60583241949d41513405204326be36bdfc6b384c092e548d4"", ""sha256:d4fdf2105a90e20788593ec0dd8922df5d294c1f446c1386216dfa613c20c65b""]}",,Count of filing items matched by the approved route; it does not confirm a count of real-world business events. Measurement covers the source fiscal-year interval. Native state: PUBLISHED; reason: PASS.
