company,cik,metric_id,source_url,repo_relative_path,content_sha256,accession,document_name,concept_or_section,context_or_dimension,unit,period_start,period_end,value_raw,value_normalized,evidence_quote,extraction_method,parser_version
Southwest Airlines,92380,E05,https://www.sec.gov/Archives/edgar/data/92380/000119312525029062/0001193125-25-029062.hdr.sgml,evidence/accession_materials/southwest_airlines_92380_000119312525029062/0001193125-25-029062.hdr.sgml,5304f47cef98684b194e3c26170f471f64f8d84ca3a216863e083833f2491470,0001193125-25-029062,0001193125-25-029062.hdr.sgml,Item 1.01,"{""attributes"": {""accession"": ""0001193125-25-029062"", ""brief"": ""8-K item 1.01 parsed from hdr.sgml"", ""brief_source"": ""HDR_SGML_ITEM_CODE"", ""deterministic_router_semantic_version"": ""2"", ""event_key"": {""accession"": ""0001193125-25-029062"", ""item_code"": ""1.01"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92380/000119312525029062/0001193125-25-029062.hdr.sgml""}, ""event_key_hash"": ""sha256:45b35f891094bf2ebea4002410e0f31b8ecbc1ef77267095e4a8574f8bf191a5"", ""hdr_source_reference_id"": ""sha256:d95099010d18963ec442844602a0638dddda6a0cf8daf642a0a70eac9e0211bf"", ""item_code"": ""1.01"", ""primary_heading_brief"": ""accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 1.01 Entry into a Material Definitive Agreement. On February 19, 2025, Southwest Airlines Co. (the “Company”) entered into an Amendment to Cooperation Agreement (the “Amendment”) with Elliott Investment Management L.P., a De"", ""primary_source_reference_id"": ""sha256:09b2a4da85cfa3c6fab63edf71fb1ae040556ee5bd84c3022adc40f03fa2b84a"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92380/000119312525029062/0001193125-25-029062.hdr.sgml""}, ""locator"": {""brief_source"": ""HDR_SGML_ITEM_CODE"", ""item_code"": ""1.01""}, ""verified_claim_id"": ""sha256:0b3cdd6019a731327caaa31b0bbbebbd4c3d3c6152d9d4b1bd4f184a9d82f2ad""}",count,2025-01-01,2025-12-31,,1,"Parsed source fact: {""locator"": {""brief_source"": ""HDR_SGML_ITEM_CODE"", ""item_code"": ""1.01""}, ""unit"": ""text"", ""value"": ""8-K item 1.01 parsed from hdr.sgml""}",ordinary_native_source_projection,ordinary_projection_v1
Southwest Airlines,92380,E05,https://www.sec.gov/Archives/edgar/data/92380/000119312525262544/0001193125-25-262544.hdr.sgml,evidence/accession_materials/southwest_airlines_92380_000119312525262544/0001193125-25-262544.hdr.sgml,2bebd6703a7b136ec96be70304942614c8aeca924a056f10857c13e50f6c1701,0001193125-25-262544,0001193125-25-262544.hdr.sgml,Item 1.01,"{""attributes"": {""accession"": ""0001193125-25-262544"", ""brief"": ""8-K item 1.01 parsed from hdr.sgml"", ""brief_source"": ""HDR_SGML_ITEM_CODE"", ""deterministic_router_semantic_version"": ""2"", ""event_key"": {""accession"": ""0001193125-25-262544"", ""item_code"": ""1.01"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92380/000119312525262544/0001193125-25-262544.hdr.sgml""}, ""event_key_hash"": ""sha256:6ddbdd65cf4f49bae8fbafe193954c5cc509f9e413814c723bdf80d7ec39f0b3"", ""hdr_source_reference_id"": ""sha256:92a368eefa8aedc8c08eec16f8b09d71fce6734e3594649deabd9f3b7a691323"", ""item_code"": ""1.01"", ""primary_heading_brief"": ""accounting standards provided pursuant to Section 13(a) of the Exchange Act. ☐ Item 1.01 Entry into a Material Definitive Agreement. On November 3, 2025, Southwest Airlines Co. (the “Company”) completed the public offering of $1,500,000,000 aggregate principal amount of debt securities, consisting of $750,0"", ""primary_source_reference_id"": ""sha256:5c3b61ee6824072a7b0b98083f9d305671a78ae0a8b1a954ca3d91241dd03251"", ""source_url"": ""https://www.sec.gov/Archives/edgar/data/92380/000119312525262544/0001193125-25-262544.hdr.sgml""}, ""locator"": {""brief_source"": ""HDR_SGML_ITEM_CODE"", ""item_code"": ""1.01""}, ""verified_claim_id"": ""sha256:8e53b0d3e57d5f015e1c87e8484a09ec24131ec2198063192e7469eb12049845""}",count,2025-01-01,2025-12-31,,1,"Parsed source fact: {""locator"": {""brief_source"": ""HDR_SGML_ITEM_CODE"", ""item_code"": ""1.01""}, ""unit"": ""text"", ""value"": ""8-K item 1.01 parsed from hdr.sgml""}",ordinary_native_source_projection,ordinary_projection_v1
